cluster,time,cpu,memory
4,0,0.0052392446060372,0.0033669046449008332
4,300,0.00503895199834225,0.0033031187615769
4,600,0.0041573882368742205,0.00303273903551386
4,900,0.00422735900525016,0.00392324388080314
4,1200,0.00753734453375756,0.006121464455095061
4,1500,0.0045963224221461,0.00432024119321248
4,1800,0.00390201928482356,0.0037339346116359194
4,2100,0.00423455563616856,0.0035918733269781995
4,2400,0.00456958020091398,0.00283345383878652
4,2700,0.00150367664449598,0.00283345383878652
4,3000,0.00146401427032502,0.00292779809318418
4,3300,0.00130560400712406,0.00294972744731516
4,3600,0.00275119788348204,0.00433668792207576
4,3900,0.0028181735521521805,0.0047957345934916
4,4200,0.00434534064719778,0.00393765081696624
4,4500,0.00459138732703546,0.00437087195379412
4,4800,0.004572697698811973,0.004313087693691012
4,5100,0.0054474050109177535,0.004297952574910932
4,5400,0.004927946711516825,0.003630922546295204
4,5700,0.004159511059253325,0.002936576488735604
4,6000,0.006626425302399866,0.0032147438215597234
4,6300,0.006621466536445736,0.0033710851378498316
4,6600,0.004930440832917815,0.001959251132246912
4,6900,0.004996042803090703,0.00202981051632788
4,7200,0.003967298423655863,0.00145361102357884
4,7500,0.0015837921791740637,0.0012423607902185799
4,7800,0.0016463399128529201,0.00117087840200308
4,8100,0.00067156586902734,0.0014884409293356598
4,8400,0.00064658626026898,0.00149797407226216
4,8700,0.00075657907157048,0.0017507773018721599
4,9000,0.00378630534779296,0.0031025638594969996
4,9300,0.0041575656484612,0.0033868171899763396
4,9600,0.00578233287812388,0.00510202119150764
4,9900,0.009133695146282239,0.007262678550563939
4,10200,0.00898899534200668,0.0071598431477829984
4,10500,0.008988995342006681,0.00530429788047036
4,10800,0.01193610963165444,0.00717593550798018
4,11100,0.01023984454497438,0.005158030268987819
4,11400,0.00710423367286792,0.0034861949489712793
4,11700,0.01026763602552282,0.00530352046933662
4,12000,0.006904450259302819,0.005143964016352099
4,12300,0.0035816903375390195,0.0033298137900746997
4,12600,0.003670725098312919,0.0036020752487741997
4,12900,0.00448702250104562,0.0031201167912854196
4,13200,0.0013146563749075937,0.0010408936194516848
4,13500,0.0015437551859448138,0.001593935701361625
4,13800,0.0021187472522258537,0.0012121536697755246
4,14100,0.0020028226838404535,0.0007448928889911847
4,14400,0.001957286034230394,0.0008466750316625047
4,14700,0.00199275734023,0.0009218103094167996
4,15000,0.00226573203536816,0.0010822565257691396
4,15300,0.0016882612609516203,0.0011985447981325598
4,15600,0.00170714171669024,0.0031776156820885596
4,15900,0.00228166091436422,0.00522962731692256
4,16200,0.0039928095099069595,0.006286154613444919
4,16500,0.003944104937144021,0.00620404656418246
4,16800,0.0038899470302831626,0.006042940663618771
4,17100,0.004027205843825663,0.004274491318452851
4,17400,0.0025508255794487026,0.002284781389179331
4,17700,0.0010508489123241826,0.0015536414190796912
4,18000,0.0027235855223999225,0.0013946513399791711
4,18300,0.0027312142839762995,0.0014840859062125193
4,18600,0.0059523736130135995,0.002774601632126739
4,18900,0.0058606666561206,0.0026669427481219596
4,19200,0.005621270759022299,0.0023764436816499594
4,19500,0.0043629049764559395,0.003722713827565559
4,19800,0.00450893964615888,0.004428015448507358
4,20100,0.0011285894937411146,0.0029242082521913995
4,20400,0.0020766104974335744,0.002870833693048699
4,20700,0.002085764653421975,0.002899807293764999
4,21000,0.0012338529653118347,0.0014637165591566393
4,21300,0.004459586070792674,0.0009489735370091992
4,21600,0.00448018315746738,0.0010603175710155793
4,21900,0.0035857424270210997,0.0011592398632834394
4,22200,0.0036254055953229406,0.0016292833858791195
4,22500,0.00567831288451254,0.003456376353852479
4,22800,0.0023073079694821796,0.0032545691235989194
4,23100,0.00261372506529208,0.0037653083879326797
4,23400,0.00259103623918094,0.005817129468085819
4,23700,0.0025382138398883846,0.00744864795854216
4,24000,0.0031683825317147646,0.005417786784965119
4,24300,0.004727863510027805,0.006181446098859899
4,24600,0.004495425860978264,0.005686526384925618
4,24900,0.005858469574226125,0.003627273537683199
4,25200,0.00590480910877832,0.0014435451919400592
4,25500,0.003192364384062476,0.0013183247536662193
4,25800,0.003013648250613356,0.0007317103171507993
4,26100,0.0029337568941674758,0.0006137006355988393
4,26400,0.0015350541101443757,0.0006102704961064193
4,26700,0.0021226150428018753,0.002793998841849559
4,27000,0.0025682126663239997,0.002779699284224119
4,27300,0.00119316917986352,0.002644023376738099
4,27600,0.0013115647799962602,0.0026899772657404393
4,27900,0.00137227336107792,0.002716256794754079
4,28200,0.00214417471601594,0.0014586128004994794
4,28500,0.0025358001431850198,0.002336423833035079
4,28800,0.00507718626131686,0.003659520254577639
4,29100,0.00696355603521392,0.00537757589305188
4,29400,0.00689903327338956,0.0052845875113457196
4,29700,0.0055740802888537,0.00456737966727848
4,30000,0.004953969579845421,0.0058599498042192
4,30300,0.002432606927325,0.004490908517266039
